ArticleID,RatioID,PubMedID,Title,Affiliation,PubYear,PrimAuthLastName,PrimAuthFirstName,PrimAuthFMInitials,DisplayRatio,ComparatorID,InterventionPhrase,ComparatorPhrase,CI_ICER,CI_ICERText,RatioUncertainty,IncrementalAnalysisCorrect,IncrementalAnalysisRecalculated,Rating,RatingUncertainty,Country,SuperRegion_SubSaharanAfrica,SuperRegion_SoutheastAsiaOceania,SuperRegion_SouthAsia,SuperRegion_NorthAfricaMidEast,SuperRegion_HighIncome,SuperRegion_EuropeCentralAsia,SuperRegion_LatinAmerica,SuperRegion_NA,SuperRegion_Multiple,WBIncome_High,WBIncome_UpperMiddle,WBIncome_LowerMiddle,WBIncome_Low
2007-01-00111,2007-01-00111-03,17710149,"The costs, benefits, and cost-effectiveness of interventions to reduce maternal morbidity and mortality in Mexico.","Program in Health Decision Science, Department of Health Policy and Management, Harvard School of Public Health, Boston, Massachusetts, United States of America.",2007,Hu,Delphine,D,420,2,Enhanced access to comprehensive maternal/family planning care through government coverage of interventions,Standard/Usual Care,0.0,,,1,0,5.0,0,Mexico,0,0,0,0,0,0,1,0,0,0,1,0,0
2012-01-01162,2012-01-01162-02,22389335,Intervention strategies to reduce the burden of non-communicable diseases in Mexico: cost effectiveness analysis.,"Department of Global Health and Population, Harvard School of Public Health, 665 Huntington Avenue, Boston, MA 02115, USA. jsalomon@hsph.harvard.edu",2012,Salomon,Joshua A,JA,3300,3,Older anti-depressants in primary care,None,0.0,,,1,0,5.0,0,Mexico,0,0,0,0,0,0,1,0,0,0,1,0,0
1996-01-02543,1996-01-02543-01,10158457,Breastfeeding promotion and priority setting in health.,"University of Toronto Institute for Policy Analysis, Canada.",1996,Horton,S,,5,3,Educational program to encourage exclusive breastfeeding in Mexico,None,0.0,,,0,0,3.5,0,Multiple Countries,0,0,0,0,0,0,1,0,0,0,1,1,0
2017-01-03814,2017-01-03814-12,28806786,An economic evaluation of vector control in the age of a dengue vaccine.,,2017,Fitzpatrick,Christopher,C,Dominated,4,Case management,Medium efficacy vaccine,0.0,,,1,0,4.5,0,Multiple Countries,0,0,0,0,0,0,0,0,1,0,0,0,0
2007-01-00111,2007-01-00111-01,17710149,"The costs, benefits, and cost-effectiveness of interventions to reduce maternal morbidity and mortality in Mexico.","Program in Health Decision Science, Department of Health Policy and Management, Harvard School of Public Health, Boston, Massachusetts, United States of America.",2007,Hu,Delphine,D,540,2,Mother-baby package (WHO): government coverage of sae abortions and family planning,"Standard/Usual Care- Natural history (i.e., absence of significant maternal care) in which coverage is assumed to be 14% for skilled birth attendance
is 86%, the coverage of hospital-level interventions is 81%, and
coverage for family planning is 59% in women 20 years of age and
older and 18% for women under 20 years of age",0.0,,,1,0,5.0,0,Mexico,0,0,0,0,0,0,1,0,0,0,1,0,0
2012-01-01162,2012-01-01162-85,22389335,Intervention strategies to reduce the burden of non-communicable diseases in Mexico: cost effectiveness analysis.,"Department of Global Health and Population, Harvard School of Public Health, 665 Huntington Avenue, Boston, MA 02115, USA. jsalomon@hsph.harvard.edu",2012,Salomon,Joshua A,JA,2900,3,Aspirin + beta blocker + statin for myocardial infarction & stroke,None,0.0,,,1,0,5.0,0,Mexico,0,0,0,0,0,0,1,0,0,0,1,0,0
2014-01-02189,2014-01-02189-106,25103394,Cost-effectiveness of female human papillomavirus vaccination in 179 countries: a PRIME modelling study.,"Department of Infectious Disease Epidemiology, London School of Hygiene &Tropical Medicine, London, UK; Modelling and Economics Unit, Public HealthEngland, London, UK.",2014,Jit,Mark,M,1200,3,Human papillomavirus (HPV) vaccination,None,0.0,,,0,0,7.0,0,Multiple Countries,0,0,0,1,0,1,0,0,1,0,1,0,1
2012-01-01162,2012-01-01162-75,22389335,Intervention strategies to reduce the burden of non-communicable diseases in Mexico: cost effectiveness analysis.,"Department of Global Health and Population, Harvard School of Public Health, 665 Huntington Avenue, Boston, MA 02115, USA. jsalomon@hsph.harvard.edu",2012,Salomon,Joshua A,JA,63,3,Cardiac rehabilitation,None,0.0,,,1,0,5.0,0,Mexico,0,0,0,0,0,0,1,0,0,0,1,0,0
2012-01-01162,2012-01-01162-73,22389335,Intervention strategies to reduce the burden of non-communicable diseases in Mexico: cost effectiveness analysis.,"Department of Global Health and Population, Harvard School of Public Health, 665 Huntington Avenue, Boston, MA 02115, USA. jsalomon@hsph.harvard.edu",2012,Salomon,Joshua A,JA,1500,3,Aspirin for post acute ischemic stroke,None,0.0,,,1,0,5.0,0,Mexico,0,0,0,0,0,0,1,0,0,0,1,0,0
2009-01-01512,2009-01-01512-105,20496620,"A strategic approach to the unfinished fortification agenda: feasibility, costs, and cost-effectiveness analysis of fortification programs in 48 countries.","HarvestPlus, International Food Policy Research Institute, 2033 K Street NW, Washington DC 20006, USA. J.Fielder@cgiar.org",2009,Fiedler,John L,JL,6100,3,Sugar fortification (consists of vitamin A),None,0.0,,,0,0,3.0,1,Multiple Countries,0,0,0,0,0,0,0,0,1,0,0,0,0
2014-01-00629,2014-01-00629-12,24769920,Cost-effectiveness of breast cancer control strategies in Central America: the cases of Costa Rica and Mexico.,"Institute for Medical Technology Assessment and Institute for Health Policy &Management, Erasmus University Rotterdam, Rotterdam, The Netherlands.",2014,Niens,Laurens M,,9500,3,Biennial mammography screening (40-70 years old) + treatment of stage I to IV (95% coverage),None,0.0,,"Three Alternative stage distributions:
1): 8.4% stage I, 38.5% stage II, 42.5% stage III, 10.6% stage IV
2): 9.7% stage I, 52.7% stage II, 34.8% stage III, 2.8% stage IV
3): 9.4% stage I, 14.2% stage II, 58.0% stage III, 18.4% stage IV",1,0,6.0,0,Multiple Countries,0,0,0,0,0,0,1,0,0,0,1,0,0
2017-01-03814,2017-01-03814-45,28806786,An economic evaluation of vector control in the age of a dengue vaccine.,,2017,Fitzpatrick,Christopher,C,Dominated,4,Medium efficacy vector control,Medium efficacy vaccine and medium efficacy vector control,0.0,,,1,0,4.5,0,Multiple Countries,0,0,0,0,0,0,0,0,1,0,0,0,0
2014-01-00629,2014-01-00629-07,24769920,Cost-effectiveness of breast cancer control strategies in Central America: the cases of Costa Rica and Mexico.,"Institute for Medical Technology Assessment and Institute for Health Policy &Management, Erasmus University Rotterdam, Rotterdam, The Netherlands.",2014,Niens,Laurens M,,52000,3,"Basic palliative care (BPC) (95% coverage)- training program + home-based visits + pain treatment using morphine, laxatives and palliative radiotherapy",None,0.0,,"Three Alternative stage distributions:
1): 8.4% stage I, 38.5% stage II, 42.5% stage III, 10.6% stage IV
2): 9.7% stage I, 52.7% stage II, 34.8% stage III, 2.8% stage IV
3): 9.4% stage I, 14.2% stage II, 58.0% stage III, 18.4% stage IV",1,0,6.0,0,Multiple Countries,0,0,0,0,0,0,1,0,0,0,1,0,0
2012-01-01162,2012-01-01162-62,22389335,Intervention strategies to reduce the burden of non-communicable diseases in Mexico: cost effectiveness analysis.,"Department of Global Health and Population, Harvard School of Public Health, 665 Huntington Avenue, Boston, MA 02115, USA. jsalomon@hsph.harvard.edu",2012,Salomon,Joshua A,JA,3700,3,Aspirin for post-acute ischemic heart disease,None,0.0,,,1,0,5.0,0,Mexico,0,0,0,0,0,0,1,0,0,0,1,0,0
2012-01-01162,2012-01-01162-57,22389335,Intervention strategies to reduce the burden of non-communicable diseases in Mexico: cost effectiveness analysis.,"Department of Global Health and Population, Harvard School of Public Health, 665 Huntington Avenue, Boston, MA 02115, USA. jsalomon@hsph.harvard.edu",2012,Salomon,Joshua A,JA,150000,3,Aspirin for acute ischemic stroke,None,0.0,,,1,0,5.0,0,Mexico,0,0,0,0,0,0,1,0,0,0,1,0,0
2012-01-01162,2012-01-01162-87,22389335,Intervention strategies to reduce the burden of non-communicable diseases in Mexico: cost effectiveness analysis.,"Department of Global Health and Population, Harvard School of Public Health, 665 Huntington Avenue, Boston, MA 02115, USA. jsalomon@hsph.harvard.edu",2012,Salomon,Joshua A,JA,22000,3,Lipid control,None,0.0,,,1,0,5.0,0,Mexico,0,0,0,0,0,0,1,0,0,0,1,0,0
2012-01-01162,2012-01-01162-07,22389335,Intervention strategies to reduce the burden of non-communicable diseases in Mexico: cost effectiveness analysis.,"Department of Global Health and Population, Harvard School of Public Health, 665 Huntington Avenue, Boston, MA 02115, USA. jsalomon@hsph.harvard.edu",2012,Salomon,Joshua A,JA,3400,3,Older anti-depressant + psychotherapy + proactive case management,None,0.0,,,1,0,5.0,0,Mexico,0,0,0,0,0,0,1,0,0,0,1,0,0
2012-01-01162,2012-01-01162-82,22389335,Intervention strategies to reduce the burden of non-communicable diseases in Mexico: cost effectiveness analysis.,"Department of Global Health and Population, Harvard School of Public Health, 665 Huntington Avenue, Boston, MA 02115, USA. jsalomon@hsph.harvard.edu",2012,Salomon,Joshua A,JA,480,3,All heart failure interventions,None,0.0,,,1,0,5.0,0,Mexico,0,0,0,0,0,0,1,0,0,0,1,0,0
2012-01-01162,2012-01-01162-27,22389335,Intervention strategies to reduce the burden of non-communicable diseases in Mexico: cost effectiveness analysis.,"Department of Global Health and Population, Harvard School of Public Health, 665 Huntington Avenue, Boston, MA 02115, USA. jsalomon@hsph.harvard.edu",2012,Salomon,Joshua A,JA,470,3,Tax increase + clean indoor air laws to combat tobacco use,None,0.0,,,1,0,5.0,0,Mexico,0,0,0,0,0,0,1,0,0,0,1,0,0
2017-01-03814,2017-01-03814-43,28806786,An economic evaluation of vector control in the age of a dengue vaccine.,,2017,Fitzpatrick,Christopher,C,23000,4,Medium efficacy dengue vaccine and medium efficacy vector control,Medium efficacy vaccine,0.0,,,1,0,4.5,0,Multiple Countries,0,0,0,0,0,0,0,0,1,0,0,0,0
2012-01-01162,2012-01-01162-46,22389335,Intervention strategies to reduce the burden of non-communicable diseases in Mexico: cost effectiveness analysis.,"Department of Global Health and Population, Harvard School of Public Health, 665 Huntington Avenue, Boston, MA 02115, USA. jsalomon@hsph.harvard.edu",2012,Salomon,Joshua A,JA,73000,3,Oxygen therapy in addition to medication for severe disease,None,0.0,,,1,0,5.0,0,Mexico,0,0,0,0,0,0,1,0,0,0,1,0,0
2012-01-01162,2012-01-01162-42,22389335,Intervention strategies to reduce the burden of non-communicable diseases in Mexico: cost effectiveness analysis.,"Department of Global Health and Population, Harvard School of Public Health, 665 Huntington Avenue, Boston, MA 02115, USA. jsalomon@hsph.harvard.edu",2012,Salomon,Joshua A,JA,14000,3,Regional treatment,None,0.0,,,1,0,5.0,0,Mexico,0,0,0,0,0,0,1,0,0,0,1,0,0
2017-01-03814,2017-01-03814-42,28806786,An economic evaluation of vector control in the age of a dengue vaccine.,,2017,Fitzpatrick,Christopher,C,Dominated,4,Case management,Medium efficacy vaccine,0.0,,,1,0,4.5,0,Multiple Countries,0,0,0,0,0,0,0,0,1,0,0,0,0
2010-01-01407,2010-01-01407-02,21179496,"Clinical benefits, costs, and cost-effectiveness of neonatal intensive care in Mexico.","Department of Pediatrics, Section of Neonatology, Texas Children's Hospital, Baylor College of Medicine, Houston, Texas, United States of America.",2010,Profit,Jochen,J,820,3,Neonatal intensive care,None,0.0,,,1,0,6.0,0,Mexico,0,0,0,0,0,0,1,0,0,0,1,0,0
2012-01-01162,2012-01-01162-90,22389335,Intervention strategies to reduce the burden of non-communicable diseases in Mexico: cost effectiveness analysis.,"Department of Global Health and Population, Harvard School of Public Health, 665 Huntington Avenue, Boston, MA 02115, USA. jsalomon@hsph.harvard.edu",2012,Salomon,Joshua A,JA,17000,3,Intensive glycemic control,None,0.0,,,1,0,5.0,0,Mexico,0,0,0,0,0,0,1,0,0,0,1,0,0
2012-01-01162,2012-01-01162-34,22389335,Intervention strategies to reduce the burden of non-communicable diseases in Mexico: cost effectiveness analysis.,"Department of Global Health and Population, Harvard School of Public Health, 665 Huntington Avenue, Boston, MA 02115, USA. jsalomon@hsph.harvard.edu",2012,Salomon,Joshua A,JA,1300,3,Stage I treatment,None,0.0,,,1,0,5.0,0,Mexico,0,0,0,0,0,0,1,0,0,0,1,0,0
2012-01-01162,2012-01-01162-48,22389335,Intervention strategies to reduce the burden of non-communicable diseases in Mexico: cost effectiveness analysis.,"Department of Global Health and Population, Harvard School of Public Health, 665 Huntington Avenue, Boston, MA 02115, USA. jsalomon@hsph.harvard.edu",2012,Salomon,Joshua A,JA,31000,3,Inhaled bronchodilator and corticosteroid,None,0.0,,,1,0,5.0,0,Mexico,0,0,0,0,0,0,1,0,0,0,1,0,0
2014-01-00629,2014-01-00629-03,24769920,Cost-effectiveness of breast cancer control strategies in Central America: the cases of Costa Rica and Mexico.,"Institute for Medical Technology Assessment and Institute for Health Policy &Management, Erasmus University Rotterdam, Rotterdam, The Netherlands.",2014,Niens,Laurens M,,9800,3,Stage I treatment + relapse (95% coverage),None,0.0,,"Three Alternative stage distributions:
1): 8.4% stage I, 38.5% stage II, 42.5% stage III, 10.6% stage IV
2): 9.7% stage I, 52.7% stage II, 34.8% stage III, 2.8% stage IV
3): 9.4% stage I, 14.2% stage II, 58.0% stage III, 18.4% stage IV",1,0,6.0,0,Multiple Countries,0,0,0,0,0,0,1,0,0,0,1,0,0
2012-01-01162,2012-01-01162-89,22389335,Intervention strategies to reduce the burden of non-communicable diseases in Mexico: cost effectiveness analysis.,"Department of Global Health and Population, Harvard School of Public Health, 665 Huntington Avenue, Boston, MA 02115, USA. jsalomon@hsph.harvard.edu",2012,Salomon,Joshua A,JA,16000,3,Conventional glycemic control,None,0.0,,,1,0,5.0,0,Mexico,0,0,0,0,0,0,1,0,0,0,1,0,0
2012-01-01162,2012-01-01162-84,22389335,Intervention strategies to reduce the burden of non-communicable diseases in Mexico: cost effectiveness analysis.,"Department of Global Health and Population, Harvard School of Public Health, 665 Huntington Avenue, Boston, MA 02115, USA. jsalomon@hsph.harvard.edu",2012,Salomon,Joshua A,JA,3700,3,Statin for stroke and myocardial infarction,None,0.0,,,1,0,5.0,0,Mexico,0,0,0,0,0,0,1,0,0,0,1,0,0
2014-01-00629,2014-01-00629-13,24769920,Cost-effectiveness of breast cancer control strategies in Central America: the cases of Costa Rica and Mexico.,"Institute for Medical Technology Assessment and Institute for Health Policy &Management, Erasmus University Rotterdam, Rotterdam, The Netherlands.",2014,Niens,Laurens M,,9900,3,Biennial mammography screening (40-70 years old) + treatment of stage I to IV + trastuzumab (95% coverage),None,0.0,,"Three Alternative stage distributions:
1): 8.4% stage I, 38.5% stage II, 42.5% stage III, 10.6% stage IV
2): 9.7% stage I, 52.7% stage II, 34.8% stage III, 2.8% stage IV
3): 9.4% stage I, 14.2% stage II, 58.0% stage III, 18.4% stage IV",1,0,6.0,0,Multiple Countries,0,0,0,0,0,0,1,0,0,0,1,0,0
2017-01-03814,2017-01-03814-41,28806786,An economic evaluation of vector control in the age of a dengue vaccine.,,2017,Fitzpatrick,Christopher,C,640,3,Medium efficacy dengue vaccine,None,0.0,,,1,0,4.5,0,Multiple Countries,0,0,0,0,0,0,0,0,1,0,0,0,0
2012-01-01162,2012-01-01162-79,22389335,Intervention strategies to reduce the burden of non-communicable diseases in Mexico: cost effectiveness analysis.,"Department of Global Health and Population, Harvard School of Public Health, 665 Huntington Avenue, Boston, MA 02115, USA. jsalomon@hsph.harvard.edu",2012,Salomon,Joshua A,JA,240,3,Diuretic for coronary heart failure,None,0.0,,,1,0,5.0,0,Mexico,0,0,0,0,0,0,1,0,0,0,1,0,0
2014-01-00629,2014-01-00629-01,24769920,Cost-effectiveness of breast cancer control strategies in Central America: the cases of Costa Rica and Mexico.,"Institute for Medical Technology Assessment and Institute for Health Policy &Management, Erasmus University Rotterdam, Rotterdam, The Netherlands.",2014,Niens,Laurens M,,6500,3,Stage I to IV treatment (70% coverage),None,0.0,,"Three Alternative stage distributions:
1): 8.4% stage I, 38.5% stage II, 42.5% stage III, 10.6% stage IV
2): 9.7% stage I, 52.7% stage II, 34.8% stage III, 2.8% stage IV
3): 9.4% stage I, 14.2% stage II, 58.0% stage III, 18.4% stage IV",1,0,6.0,0,Multiple Countries,0,0,0,0,0,0,1,0,0,0,1,0,0
2012-01-01162,2012-01-01162-74,22389335,Intervention strategies to reduce the burden of non-communicable diseases in Mexico: cost effectiveness analysis.,"Department of Global Health and Population, Harvard School of Public Health, 665 Huntington Avenue, Boston, MA 02115, USA. jsalomon@hsph.harvard.edu",2012,Salomon,Joshua A,JA,1100,3,Beta blocker + aspirin for post-acute ischemic heart disease,None,0.0,,,1,0,5.0,0,Mexico,0,0,0,0,0,0,1,0,0,0,1,0,0
2009-01-01512,2009-01-01512-71,20496620,"A strategic approach to the unfinished fortification agenda: feasibility, costs, and cost-effectiveness analysis of fortification programs in 48 countries.","HarvestPlus, International Food Policy Research Institute, 2033 K Street NW, Washington DC 20006, USA. J.Fielder@cgiar.org",2009,Fiedler,John L,JL,5000,3,Vegetable oil fortification (consists of vitamin A),None,0.0,,,0,0,3.0,1,Multiple Countries,0,0,0,0,0,0,0,0,1,0,0,0,0
2012-01-01162,2012-01-01162-77,22389335,Intervention strategies to reduce the burden of non-communicable diseases in Mexico: cost effectiveness analysis.,"Department of Global Health and Population, Harvard School of Public Health, 665 Huntington Avenue, Boston, MA 02115, USA. jsalomon@hsph.harvard.edu",2012,Salomon,Joshua A,JA,3600,3,Aspirin + beta blocker + ACE inhibitor for acute myocardial infarction + primary percutaneous transluminal coronary angioplasty (PTCA),None,0.0,,,1,0,5.0,0,Mexico,0,0,0,0,0,0,1,0,0,0,1,0,0
2012-01-01162,2012-01-01162-19,22389335,Intervention strategies to reduce the burden of non-communicable diseases in Mexico: cost effectiveness analysis.,"Department of Global Health and Population, Harvard School of Public Health, 665 Huntington Avenue, Boston, MA 02115, USA. jsalomon@hsph.harvard.edu",2012,Salomon,Joshua A,JA,700,3,Increased tax + advertising ban + brief advice to combat heavy alcohol use,None,0.0,,,1,0,5.0,0,Mexico,0,0,0,0,0,0,1,0,0,0,1,0,0
2012-01-01162,2012-01-01162-16,22389335,Intervention strategies to reduce the burden of non-communicable diseases in Mexico: cost effectiveness analysis.,"Department of Global Health and Population, Harvard School of Public Health, 665 Huntington Avenue, Boston, MA 02115, USA. jsalomon@hsph.harvard.edu",2012,Salomon,Joshua A,JA,860,3,Increased tax and scaled-up roadside breath-testing to combat heavy alcohol use,None,0.0,,,1,0,5.0,0,Mexico,0,0,0,0,0,0,1,0,0,0,1,0,0
2012-01-01162,2012-01-01162-53,22389335,Intervention strategies to reduce the burden of non-communicable diseases in Mexico: cost effectiveness analysis.,"Department of Global Health and Population, Harvard School of Public Health, 665 Huntington Avenue, Boston, MA 02115, USA. jsalomon@hsph.harvard.edu",2012,Salomon,Joshua A,JA,10000,3,Detection of high rish individuals- cholesterol >240mg/dL,None,0.0,,,1,0,5.0,0,Mexico,0,0,0,0,0,0,1,0,0,0,1,0,0
2012-01-01162,2012-01-01162-86,22389335,Intervention strategies to reduce the burden of non-communicable diseases in Mexico: cost effectiveness analysis.,"Department of Global Health and Population, Harvard School of Public Health, 665 Huntington Avenue, Boston, MA 02115, USA. jsalomon@hsph.harvard.edu",2012,Salomon,Joshua A,JA,1500,3,All secondary prevention for stroke,None,0.0,,,1,0,5.0,0,Mexico,0,0,0,0,0,0,1,0,0,0,1,0,0
2014-01-00629,2014-01-00629-17,24769920,Cost-effectiveness of breast cancer control strategies in Central America: the cases of Costa Rica and Mexico.,"Institute for Medical Technology Assessment and Institute for Health Policy &Management, Erasmus University Rotterdam, Rotterdam, The Netherlands.",2014,Niens,Laurens M,,8000,3,Biennial clinical breast examination (CBE) screening + Basic palliative care (BPC) + treatment of stage I to III (95% coverage),None,0.0,,"Three Alternative stage distributions:
1): 8.4% stage I, 38.5% stage II, 42.5% stage III, 10.6% stage IV
2): 9.7% stage I, 52.7% stage II, 34.8% stage III, 2.8% stage IV
3): 9.4% stage I, 14.2% stage II, 58.0% stage III, 18.4% stage IV",1,0,6.0,0,Multiple Countries,0,0,0,0,0,0,1,0,0,0,1,0,0
2014-01-00629,2014-01-00629-08,24769920,Cost-effectiveness of breast cancer control strategies in Central America: the cases of Costa Rica and Mexico.,"Institute for Medical Technology Assessment and Institute for Health Policy &Management, Erasmus University Rotterdam, Rotterdam, The Netherlands.",2014,Niens,Laurens M,,89000,3,"Extended palliative care (EPC) (95% coverage): basic palliative care (BPC) + pain treatment strengthened with antidepressants, anti-emetics and zoledronic acid",None,0.0,,"Three Alternative stage distributions:
1): 8.4% stage I, 38.5% stage II, 42.5% stage III, 10.6% stage IV
2): 9.7% stage I, 52.7% stage II, 34.8% stage III, 2.8% stage IV
3): 9.4% stage I, 14.2% stage II, 58.0% stage III, 18.4% stage IV",1,0,6.0,0,Multiple Countries,0,0,0,0,0,0,1,0,0,0,1,0,0
2012-01-01162,2012-01-01162-38,22389335,Intervention strategies to reduce the burden of non-communicable diseases in Mexico: cost effectiveness analysis.,"Department of Global Health and Population, Harvard School of Public Health, 665 Huntington Avenue, Boston, MA 02115, USA. jsalomon@hsph.harvard.edu",2012,Salomon,Joshua A,JA,17000,3,Treatment at all stages plus screening,None,0.0,,,1,0,5.0,0,Mexico,0,0,0,0,0,0,1,0,0,0,1,0,0
2009-01-01512,2009-01-01512-46,20496620,"A strategic approach to the unfinished fortification agenda: feasibility, costs, and cost-effectiveness analysis of fortification programs in 48 countries.","HarvestPlus, International Food Policy Research Institute, 2033 K Street NW, Washington DC 20006, USA. J.Fielder@cgiar.org",2009,Fiedler,John L,JL,27000,3,"Maize fortification (""reduced package"", consists of iron, folic acid, and vitamin B12)",None,0.0,,,0,0,3.0,1,Multiple Countries,0,0,0,0,0,0,0,0,1,0,0,0,0
2018-01-03695,2018-01-03695-24,29229427,Cost-effectiveness of dengue vaccination in ten endemic countries.,"Brandeis University, The Heller School for Social Policy and Management, MS 035, PO Box 549110, Waltham, MA 02454-9110, USA.",2018,Zeng,Wu,,5800,3,Routine vaccination at age 9 plus 4 catch-up cohorts (ages 9 - 13),None,0.0,,,0,0,3.5,0,Multiple Countries,0,0,0,0,0,0,0,1,0,0,0,0,0
2017-01-03820,2017-01-03820-01,28786919,"Cost-Effectiveness of the Strategies to Reduce the Incidence of Dengue in Colima, Mexico.","Facultad de Ingenieria Civil, Universidad de Colima, Colima 28400, Mexico.oliver@ucol.mx.",2017,Mendoza-Cano,Oliver,,4500,1,Community participation in vector control,Placebo,0.0,,,0,0,2.0,1,Mexico,0,0,0,0,0,0,1,0,0,0,1,0,0
2012-01-01162,2012-01-01162-21,22389335,Intervention strategies to reduce the burden of non-communicable diseases in Mexico: cost effectiveness analysis.,"Department of Global Health and Population, Harvard School of Public Health, 665 Huntington Avenue, Boston, MA 02115, USA. jsalomon@hsph.harvard.edu",2012,Salomon,Joshua A,JA,1200,3,Increased tax + brief advice + advertising ban + reduced retail access + scaled-up roadside breath-testing to combat heavy alcohol use,None,0.0,,,1,0,5.0,0,Mexico,0,0,0,0,0,0,1,0,0,0,1,0,0
2012-01-01162,2012-01-01162-66,22389335,Intervention strategies to reduce the burden of non-communicable diseases in Mexico: cost effectiveness analysis.,"Department of Global Health and Population, Harvard School of Public Health, 665 Huntington Avenue, Boston, MA 02115, USA. jsalomon@hsph.harvard.edu",2012,Salomon,Joshua A,JA,9900,3,Statin for post-acute ischemic heart disease,None,0.0,,,1,0,5.0,0,Mexico,0,0,0,0,0,0,1,0,0,0,1,0,0
2014-01-00629,2014-01-00629-19,24769920,Cost-effectiveness of breast cancer control strategies in Central America: the cases of Costa Rica and Mexico.,"Institute for Medical Technology Assessment and Institute for Health Policy &Management, Erasmus University Rotterdam, Rotterdam, The Netherlands.",2014,Niens,Laurens M,,8700,3,Biennial mammography screening (50-70 years old) + extended palliative care (EPC) + treatment of stage I to III (95% coverage),None,0.0,,"Three Alternative stage distributions:
1): 8.4% stage I, 38.5% stage II, 42.5% stage III, 10.6% stage IV
2): 9.7% stage I, 52.7% stage II, 34.8% stage III, 2.8% stage IV
3): 9.4% stage I, 14.2% stage II, 58.0% stage III, 18.4% stage IV",1,0,6.0,0,Multiple Countries,0,0,0,0,0,0,1,0,0,0,1,0,0
2012-01-01162,2012-01-01162-61,22389335,Intervention strategies to reduce the burden of non-communicable diseases in Mexico: cost effectiveness analysis.,"Department of Global Health and Population, Harvard School of Public Health, 665 Huntington Avenue, Boston, MA 02115, USA. jsalomon@hsph.harvard.edu",2012,Salomon,Joshua A,JA,1400,3,ACE inhibitor for coronary heart failure,None,0.0,,,1,0,5.0,0,Mexico,0,0,0,0,0,0,1,0,0,0,1,0,0
2012-01-01162,2012-01-01162-01,22389335,Intervention strategies to reduce the burden of non-communicable diseases in Mexico: cost effectiveness analysis.,"Department of Global Health and Population, Harvard School of Public Health, 665 Huntington Avenue, Boston, MA 02115, USA. jsalomon@hsph.harvard.edu",2012,Salomon,Joshua A,JA,4000,3,"Combination of tricyclic antidepressants, selective serotonin reuptake inhibitors, psychotherapy, proactive case management",None,0.0,,,1,0,5.0,0,Mexico,0,0,0,0,0,0,1,0,0,0,1,0,0
2012-01-01162,2012-01-01162-52,22389335,Intervention strategies to reduce the burden of non-communicable diseases in Mexico: cost effectiveness analysis.,"Department of Global Health and Population, Harvard School of Public Health, 665 Huntington Avenue, Boston, MA 02115, USA. jsalomon@hsph.harvard.edu",2012,Salomon,Joshua A,JA,710,3,Detection of high risk individuals through cholesterol testing,None,0.0,,,1,0,5.0,0,Mexico,0,0,0,0,0,0,1,0,0,0,1,0,0
2012-01-01162,2012-01-01162-88,22389335,Intervention strategies to reduce the burden of non-communicable diseases in Mexico: cost effectiveness analysis.,"Department of Global Health and Population, Harvard School of Public Health, 665 Huntington Avenue, Boston, MA 02115, USA. jsalomon@hsph.harvard.edu",2012,Salomon,Joshua A,JA,11000,3,Blood pressure control,None,0.0,,,1,0,5.0,0,Mexico,0,0,0,0,0,0,1,0,0,0,1,0,0
2016-01-02734,2016-01-02734-11,27717768,Comparative effectiveness and cost-effectiveness of treat-to-target versus benefit-based tailored treatment of type 2 diabetes in low-income and middle-income countries: a modelling analysis.,"Department of Medicine, Stanford University, Palo Alto, CA, USA; Center forPrimary Care, Harvard Medical School, Boston, MA, USA. Electronic address:basus@stanford.edu.",2016,Basu,Sanjay,,8100,3,Benefit-based tailored treatment,None,1.0,7843.1-7966.0,,1,0,5.5,0,Multiple Countries,1,1,1,0,0,0,1,0,1,0,1,1,0
2014-01-00629,2014-01-00629-18,24769920,Cost-effectiveness of breast cancer control strategies in Central America: the cases of Costa Rica and Mexico.,"Institute for Medical Technology Assessment and Institute for Health Policy &Management, Erasmus University Rotterdam, Rotterdam, The Netherlands.",2014,Niens,Laurens M,,9900,3,Biennial mammography screening (40-70 years old) + basic palliative care (BPC) + treatment stage I to III (95% coverage),None,0.0,,"Three Alternative stage distributions:
1): 8.4% stage I, 38.5% stage II, 42.5% stage III, 10.6% stage IV
2): 9.7% stage I, 52.7% stage II, 34.8% stage III, 2.8% stage IV
3): 9.4% stage I, 14.2% stage II, 58.0% stage III, 18.4% stage IV",1,0,6.0,0,Multiple Countries,0,0,0,0,0,0,1,0,0,0,1,0,0
2012-01-01162,2012-01-01162-12,22389335,Intervention strategies to reduce the burden of non-communicable diseases in Mexico: cost effectiveness analysis.,"Department of Global Health and Population, Harvard School of Public Health, 665 Huntington Avenue, Boston, MA 02115, USA. jsalomon@hsph.harvard.edu",2012,Salomon,Joshua A,JA,3600,3,Brief advice in primary care to combat heavy alcohol use,None,0.0,,,1,0,5.0,0,Mexico,0,0,0,0,0,0,1,0,0,0,1,0,0
