ArticleID,RatioID,PubMedID,Title,Affiliation,PubYear,PrimAuthLastName,PrimAuthFirstName,PrimAuthFMInitials,DisplayRatio,CI_ICER,CI_ICERText,CI_Usable,CI_Type,CI_Lower,CI_Upper,CI_Difference,CI_Currency,CI_Notes,RatioUncertainty,ComparatorID,InterventionPhrase,ComparatorPhrase,IncrementalAnalysisCorrect,IncrementalAnalysisRecalculated,Rating,RatingUncertainty
2016-01-02281,2016-01-02281-01,26727369,"Cost Effectiveness of Implementing Integrated Management of Neonatal and Childhood Illnesses Program in District Faridabad, India.","School of Public Health, Post Graduate Institute of Medical Education andResearch (PGIMER), Chandigarh, India.",2016,Prinja,Shankar,S,37,1,428-3018,1,95,428,3018,2590.0,USD,,,2,"Integrated management of neonatal and childhood illness program includes training, home care visits, medication availability, and access to medical facilities",Standard/Usual Care,1,0,4.0,0
2010-01-01519,2010-01-01519-14,20459755,Cost-effectiveness of HIV prevention interventions in Andhra Pradesh state of India.,"Public Health Foundation of India, ISID Campus, 4 Institutional Area, Vasant Kunj, New Delhi 110070, India. lalit.dandona@phfi.org",2010,Dandona,Lalit,L,310,1,3329 - infinite INR,0,INR,3329,infinite,,USD,,,3,Condom promotion program for HIV prevention,None,1,0,5.0,0
2010-01-01519,2010-01-01519-01,20459755,Cost-effectiveness of HIV prevention interventions in Andhra Pradesh state of India.,"Public Health Foundation of India, ISID Campus, 4 Institutional Area, Vasant Kunj, New Delhi 110070, India. lalit.dandona@phfi.org",2010,Dandona,Lalit,L,30,1,490-4198 INR,0,INR,490,4198,3708.0,USD,,,3,Voluntary counseling and testing (VCT) centers for HIV prevention,None,1,0,5.0,0
2014-01-02060,2014-01-02060-04,25592792,Cost-effectiveness of treatment and secondary prevention of acute myocardial infarction in India: a modeling study.,"Center for Disease Dynamics, Economics, and Policy, Washington, DC, USA.Electronic address: megiddo@cddep.org.",2014,Megiddo,Itamar,,2000,1,"976 - 4,280",1,95,976,4280,3304.0,USD,,,4,Aspirin + beta blockers for prevention of acute myocardial infarction,Aspirin,0,0,6.0,0
2010-01-01519,2010-01-01519-03,20459755,Cost-effectiveness of HIV prevention interventions in Andhra Pradesh state of India.,"Public Health Foundation of India, ISID Campus, 4 Institutional Area, Vasant Kunj, New Delhi 110070, India. lalit.dandona@phfi.org",2010,Dandona,Lalit,L,37,1,987-1773 INR,0,INR,987,4280,3293.0,USD,,,3,Sexually transmitted infection (STI) clinics for HIV prevention,None,1,0,5.0,0
2014-01-02060,2014-01-02060-03,25592792,Cost-effectiveness of treatment and secondary prevention of acute myocardial infarction in India: a modeling study.,"Center for Disease Dynamics, Economics, and Policy, Washington, DC, USA.Electronic address: megiddo@cddep.org.",2014,Megiddo,Itamar,,300,1,145 - 572,1,95,145,572,427.0,USD,,,2,Aspirin alone for prevention of acute myocardial infarction,Standard/Usual Care- Current prescription rate,0,0,6.0,0
2016-01-02296,2016-01-02296-01,26688533,Cost-effectiveness of isoniazid preventive therapy for HIV-infected pregnant women in India.,"Johns Hopkins University School of Medicine, Baltimore, Maryland, USA.",2016,Kapoor,S,,180,1,178 (23 to 1 309),1,95,23,1309,1286.0,USD,,,2,Isoniazid preventive therapy therapy for all HIV+ pregnant women regardless of CD4 count,Standard/Usual Care,1,0,5.0,0
2016-01-02776,2016-01-02776-04,27662547,Initiation of antiretroviral therapy based on the 2015 WHO guidelines.,"aHealth Economics and Outcomes Research, Regeneron Pharmaceuticals, Tarrytown,New York, USA bInfectious Diseases Institute, Makerere University College ofHealth Sciences, Kampala, Uganda cInfectious and Tropical Diseases Unit, College of Health Sciences, Bayero University Kano dDepartment of Medicine, Aminu KanoTeaching Hospital, Kano, Nigeria.",2016,Kuznik,Andreas,A,Cost-Saving,1,-256 to 374,1,95,-256,374,630.0,USD,,,4,ART initiation with CD4 count > 500,"Deferred ART initiation until decline in CD4 reaches < 350, development of AIDS, or development of other conditions necessitating ART initiation",1,0,7.0,0
2016-01-02734,2016-01-02734-07,27717768,Comparative effectiveness and cost-effectiveness of treat-to-target versus benefit-based tailored treatment of type 2 diabetes in low-income and middle-income countries: a modelling analysis.,"Department of Medicine, Stanford University, Palo Alto, CA, USA; Center forPrimary Care, Harvard Medical School, Boston, MA, USA. Electronic address:basus@stanford.edu.",2016,Basu,Sanjay,,15000,1,14800.2 - 15385.0,1,95,14800.20,15385.00,584.8,USD,,,3,Target-to-treat,None,1,0,5.5,0
2014-01-02136,2014-01-02136-17,25304420,Cost-effectiveness of HIV prevention for high-risk groups at scale: an economic evaluation of the Avahan programme in south India.,"London School of Hygiene & Tropical Medicine, London, UK. Electronic address:Anna.Vassall@lshtm.ac.uk.",2014,Vassall,Anna,A,96,1,0-181,1,95,0,181,181.0,USD,,,4,"Avahan HIV prevention programme- peer-led outreach, education and condom distribution, free treatment of sexually transmitted infections (STIs), free commodity supplies (condoms, STI drugs), and facilitation of community mobilization",increase in condom use assumed,1,0,7.0,0
2014-01-02136,2014-01-02136-15,25304420,Cost-effectiveness of HIV prevention for high-risk groups at scale: an economic evaluation of the Avahan programme in south India.,"London School of Hygiene & Tropical Medicine, London, UK. Electronic address:Anna.Vassall@lshtm.ac.uk.",2014,Vassall,Anna,A,32,1,0-65,1,95,0,65,65.0,USD,,,4,"Avahan HIV prevention programme- peer-led outreach, education and condom distribution, free treatment of sexually transmitted infections (STIs), free commodity supplies (condoms, STI drugs), and facilitation of community mobilization",increase in condom use assumed,1,0,7.0,0
2014-01-02136,2014-01-02136-13,25304420,Cost-effectiveness of HIV prevention for high-risk groups at scale: an economic evaluation of the Avahan programme in south India.,"London School of Hygiene & Tropical Medicine, London, UK. Electronic address:Anna.Vassall@lshtm.ac.uk.",2014,Vassall,Anna,A,53,1,31-67,1,95,31,67,36.0,USD,,,4,"Avahan HIV prevention programme- peer-led outreach, education and condom distribution, free treatment of sexually transmitted infections (STIs), free commodity supplies (condoms, STI drugs), and facilitation of community mobilization",increase in condom use assumed,1,0,7.0,0
2014-01-02136,2014-01-02136-07,25304420,Cost-effectiveness of HIV prevention for high-risk groups at scale: an economic evaluation of the Avahan programme in south India.,"London School of Hygiene & Tropical Medicine, London, UK. Electronic address:Anna.Vassall@lshtm.ac.uk.",2014,Vassall,Anna,A,20,1,6-31,1,95,6,31,25.0,USD,,,4,"Avahan HIV prevention programme- peer-led outreach, education and condom distribution, free treatment of sexually transmitted infections (STIs), free commodity supplies (condoms, STI drugs), and facilitation of community mobilization",increase in condom use assumed,1,0,7.0,0
2014-01-02136,2014-01-02136-05,25304420,Cost-effectiveness of HIV prevention for high-risk groups at scale: an economic evaluation of the Avahan programme in south India.,"London School of Hygiene & Tropical Medicine, London, UK. Electronic address:Anna.Vassall@lshtm.ac.uk.",2014,Vassall,Anna,A,29,1,13-41,1,95,13,41,28.0,USD,,,4,"Avahan HIV prevention programme- peer-led outreach, education and condom distribution, free treatment of sexually transmitted infections (STIs), free commodity supplies (condoms, STI drugs), and facilitation of community mobilization",increase in condom use assumed,1,0,7.0,0
2010-01-01473,2010-01-01473-03,20706590,"Cost-effectiveness of ""golden mustard"" for treating vitamin A deficiency in India.","School of Forestry and Environmental Studies, Yale University, New Haven, Connecticut, United States of America.",2010,Chow,Jeffrey,J,510,1,389-418,1,95,389,418,29.0,USD,,,4,Genetically modified (GM) fortification of mustard oil with genetically modified mustard seed,High-dose vitamin A supplementation,1,0,5.0,1
2014-01-02136,2014-01-02136-03,25304420,Cost-effectiveness of HIV prevention for high-risk groups at scale: an economic evaluation of the Avahan programme in south India.,"London School of Hygiene & Tropical Medicine, London, UK. Electronic address:Anna.Vassall@lshtm.ac.uk.",2014,Vassall,Anna,A,24,1,0-50,1,95,0,50,50.0,USD,,,4,"Avahan HIV prevention programme- peer-led outreach, education and condom distribution, free treatment of sexually transmitted infections (STIs), free commodity supplies (condoms, STI drugs), and facilitation of community mobilization",increase in condom use assumed,1,0,7.0,0
2014-01-02060,2014-01-02060-01,25592792,Cost-effectiveness of treatment and secondary prevention of acute myocardial infarction in India: a modeling study.,"Center for Disease Dynamics, Economics, and Policy, Washington, DC, USA.Electronic address: megiddo@cddep.org.",2014,Megiddo,Itamar,,1,1,0.28 - 0.90,1,95,0.28,0.90,0.62,USD,,,2,Aspirin alone (325 mg initial dose & subsequently 75 mg doses once daily,Standard/Usual Care- Current prescription rate,0,0,6.0,0
2016-01-02271,2016-01-02271-05,26762520,Alternative Strategies to Achieve Cardiovascular Mortality Goals in China and India: A Microsimulation of Target- Versus Risk-Based Blood Pressure Treatment.,"From Department of Medicine, Stanford University, Stanford, CA (S.B.); Center forPrimary Care, Harvard Medical School, Boston, MA (S.B.); Division of Medicine,University College London, London, United Kingdom (J.S.Y.); Division of GeneralMedicine, University of Michigan, Ann Arbor, MI (J.B.S., R.A.H.); Center forClinical Management Research, Veterans Affairs Ann Arbor Healthcare System, AnnArbor, MI (J.B.S., R.A.H.); School of Public Health, Imperial College London.London, United Kingdom (C.M.); and Public Health Foundation of India, New Delhi, India (C.M.). basus@stanford.edu.",2016,Basu,Sanjay,,220,1,$213.6 (95%CI: 187.3-242.5),1,95,187.3,242.5,55.2,USD,,,3,Benefit-based tailored treatment to reduce cardiovascular disease,None,1,0,6.0,0
2014-01-02196,2014-01-02196-09,25091669,Estimated impact and cost-effectiveness of rotavirus vaccination in India: effects of geographic and economic disparities.,"Department of Environmental and Global Health, Center for African Studies,Emerging Pathogens Institute, University of Florida, Gainesville, FL, USA.Electronic address: rrheing@epi.ufl.edu.",2014,Rheingans,Richard,R,100,1,53 - 206,1,95,53,206,153.0,USD,,Full Year 1; Full Year 2; Medical Cost; 1 Dose Year 1; 2 Dose Year 1; 2 Dose Year 2,3,Rotavirus vaccination,None,0,0,5.0,0
2016-01-02270,2016-01-02270-03,26765291,Health and economic benefits of public financing of epilepsy treatment in India:  An agent-based simulation model.,,2016,Megiddo,Itamar,,1700,1,$483 ($ 355-611),1,95,355,611,256.0,USD,,,4,Public financing for first and second line anti-epileptic drugs,Public financing of First Line Anti-Epileptic Drugs,0,0,4.0,0
2014-01-02196,2014-01-02196-08,25091669,Estimated impact and cost-effectiveness of rotavirus vaccination in India: effects of geographic and economic disparities.,"Department of Environmental and Global Health, Center for African Studies,Emerging Pathogens Institute, University of Florida, Gainesville, FL, USA.Electronic address: rrheing@epi.ufl.edu.",2014,Rheingans,Richard,R,100,1,44 - 181,1,95,44,181,137.0,USD,,Full Year 1; Full Year 2; Medical Cost; 1 Dose Year 1; 2 Dose Year 1; 2 Dose Year 2,3,Rotavirus vaccination,None,0,0,5.0,0
2010-01-01473,2010-01-01473-01,20706590,"Cost-effectiveness of ""golden mustard"" for treating vitamin A deficiency in India.","School of Forestry and Environmental Studies, Yale University, New Haven, Connecticut, United States of America.",2010,Chow,Jeffrey,J,29,1,22-24,1,95,22,24,2.0,USD,,,3,High-dose vitamin A supplementation,None,1,0,5.0,1
2010-01-01519,2010-01-01519-09,20459755,Cost-effectiveness of HIV prevention interventions in Andhra Pradesh state of India.,"Public Health Foundation of India, ISID Campus, 4 Institutional Area, Vasant Kunj, New Delhi 110070, India. lalit.dandona@phfi.org",2010,Dandona,Lalit,L,370,1,8149-40512 INR,0,95,8149,40512,32363.0,USD,,,3,Workplace programs for HIV prevention,None,1,0,5.0,0
2016-01-02270,2016-01-02270-01,26765291,Health and economic benefits of public financing of epilepsy treatment in India:  An agent-based simulation model.,,2016,Megiddo,Itamar,,200,1,$175-205,1,95,175,205,30.0,USD,,,3,No public financing for anti-epileptic drugs,None,0,0,4.0,0
2010-01-01519,2010-01-01519-07,20459755,Cost-effectiveness of HIV prevention interventions in Andhra Pradesh state of India.,"Public Health Foundation of India, ISID Campus, 4 Institutional Area, Vasant Kunj, New Delhi 110070, India. lalit.dandona@phfi.org",2010,Dandona,Lalit,L,83,1,1585 - infinite INR,0,95,1585,infinite,,USD,,,3,Trucker programs for HIV prevention,None,1,0,5.0,0
2014-01-02196,2014-01-02196-06,25091669,Estimated impact and cost-effectiveness of rotavirus vaccination in India: effects of geographic and economic disparities.,"Department of Environmental and Global Health, Center for African Studies,Emerging Pathogens Institute, University of Florida, Gainesville, FL, USA.Electronic address: rrheing@epi.ufl.edu.",2014,Rheingans,Richard,R,170,1,46 - 349,1,95,46,349,303.0,USD,,Full Year 1; Full Year 2; Medical Cost; 1 Dose Year 1; 2 Dose Year 1; 2 Dose Year 2,3,Rotavirus vaccination,None,0,0,5.0,0
2013-01-00967,2013-01-00967-01,23311860,The cost-effectiveness of gestational diabetes screening including prevention of type 2 diabetes: application of a new model in India and Israel.,"Health Strategies International, 555 59th Street, Oakland, CA 94609, USA. emarseille@comcast.net",2013,Marseille,Elliot,E,1800,1,543-3957,1,95,543,3957,3414.0,USD,,,3,Gestational diabetes mellitus screening using oral glucose tolerance test (OGTT),None,1,0,5.0,0
2015-01-02335,2015-01-02335-01,26555122,Health and Economic Implications of National Treatment Coverage for Cardiovascular Disease in India: Cost-Effectiveness Analysis.,"From the Department of Medicine Prevention Research Center, Center for PrimaryCare and Outcomes Research, (S.B., E.B.), Department of Medicine StanfordInstitute for Economic Policy Research, Prevention Research Center (S.B.), andDivision of General Medical Disciplines (E.B.), Stanford University, Stanford,CA; Department of Economics National Bureau of Economic Research, Center forInternational Development, Stanford Institute for Economic Policy Research,Stanford, CA (S.B.); Department of Public Health and Policy, London School ofHygiene and Tropical Medicine, London, United Kingdom (S.B.); Department ofPharmaceutical Economics and Policy and Schaeffer Center for Health Policy andEconomics, University of Southern California, Los Angeles (N.S.); and NationalBureau of Economic Research, Cambridge, MA (N.S.). basus@stanford.edu.",2015,Basu,Sanjay,,490,1,$469 (95%CI: 355-620),1,95,355,620,265.0,USD,,"""""We estimated that 5% adherence to primary prevention therapies would be necessary for coverage of primary prevention to remain cost-effective""; ""Even if 90% of people with new access to primary therapy received medical visits but did not receive the indicated medications for their condition (i.e., providers charging for visits but not following guidelines to provide indicated medication prescriptions, as observed throughout South Asia8), primary prevention coverage would remain below the cost-effectiveness threshold because of the profound benefits of treatment at relatively low costs to the remaining 10%""",2,Program to increase coverage of primary prevention of cardiovascular disease with increased access to treatment,Standard/Usual Care,1,0,6.0,0
2016-01-02734,2016-01-02734-09,27717768,Comparative effectiveness and cost-effectiveness of treat-to-target versus benefit-based tailored treatment of type 2 diabetes in low-income and middle-income countries: a modelling analysis.,"Department of Medicine, Stanford University, Palo Alto, CA, USA; Center forPrimary Care, Harvard Medical School, Boston, MA, USA. Electronic address:basus@stanford.edu.",2016,Basu,Sanjay,,Cost-Saving,1,-4.5 - -3.7,1,95,-4.5,-3.7,0.8,USD,,,4,Benefit-based tailored treatment,Target-to-treat,1,0,5.5,0
2014-01-02195,2014-01-02195-01,25091670,Analysis of the Universal Immunization Programme and introduction of a rotavirus  vaccine in India with IndiaSim.,"Center for Disease Dynamics, Economics & Policy, Washington, DC, USA.",2014,Megiddo,Itamar,,75,1,61.51-80.28,1,95,61.51,80.28,18.77,USD,,,2,"Rotavirus vaccine introduced at the current DPT3 (diphtheria, pertussis, tetanus) immunization coverage level",Standard/Usual Care- Baseline vaccination coverage rates from 2011,1,0,6.0,0
2014-01-02196,2014-01-02196-04,25091669,Estimated impact and cost-effectiveness of rotavirus vaccination in India: effects of geographic and economic disparities.,"Department of Environmental and Global Health, Center for African Studies,Emerging Pathogens Institute, University of Florida, Gainesville, FL, USA.Electronic address: rrheing@epi.ufl.edu.",2014,Rheingans,Richard,R,150,1,58 - 291,1,95,58,291,233.0,USD,,Full Year 1; Full Year 2; Medical Cost; 1 Dose Year 1; 2 Dose Year 1; 2 Dose Year 2,3,Rotavirus vaccination,None,0,0,5.0,0
2015-01-02335,2015-01-02335-05,26555122,Health and Economic Implications of National Treatment Coverage for Cardiovascular Disease in India: Cost-Effectiveness Analysis.,"From the Department of Medicine Prevention Research Center, Center for PrimaryCare and Outcomes Research, (S.B., E.B.), Department of Medicine StanfordInstitute for Economic Policy Research, Prevention Research Center (S.B.), andDivision of General Medical Disciplines (E.B.), Stanford University, Stanford,CA; Department of Economics National Bureau of Economic Research, Center forInternational Development, Stanford Institute for Economic Policy Research,Stanford, CA (S.B.); Department of Public Health and Policy, London School ofHygiene and Tropical Medicine, London, United Kingdom (S.B.); Department ofPharmaceutical Economics and Policy and Schaeffer Center for Health Policy andEconomics, University of Southern California, Los Angeles (N.S.); and NationalBureau of Economic Research, Cambridge, MA (N.S.). basus@stanford.edu.",2015,Basu,Sanjay,,2300,1,$2241 (95%CI: 2238-2244),1,95,2238,2244,6.0,USD,,,4,Program to increase coverage of primary prevention and tertiary treatment of cardiovascular disease with increased access to primary prevention and tertiary treatment,National program to increase coverage of primary prevention of cardiovascular disease (CVD). Access to primary treatment increases from 17% to 37%. Primary prevention includes statins and blood pressure treatments.,1,0,6.0,0
2016-01-02734,2016-01-02734-08,27717768,Comparative effectiveness and cost-effectiveness of treat-to-target versus benefit-based tailored treatment of type 2 diabetes in low-income and middle-income countries: a modelling analysis.,"Department of Medicine, Stanford University, Palo Alto, CA, USA; Center forPrimary Care, Harvard Medical School, Boston, MA, USA. Electronic address:basus@stanford.edu.",2016,Basu,Sanjay,,11000,1,10728.3 - 10840.7,1,95,10728.30,10840.70,112.4,USD,,,3,Benefit-based tailored treatment,None,1,0,5.5,0
2009-01-01645,2009-01-01645-01,19578225,Cost-effectiveness of supplementary immunization for measles in India.,"Department of Health Policy and Management, Mailman School of Public Health, Columbia University, New York, NY, USA. mayank_dabral@yahoo.co.in",2009,Dabral,Mayank,M,12,1,249-453,1,95,249,453,204.0,USD,,Overall result still cost-effective with sensitivity analysis assuming at willingness to pay of 950/DALY averted,3,Supplementary immunization activity (SIA) for measles,None,1,0,5.0,0
2014-01-02136,2014-01-02136-14,25304420,Cost-effectiveness of HIV prevention for high-risk groups at scale: an economic evaluation of the Avahan programme in south India.,"London School of Hygiene & Tropical Medicine, London, UK. Electronic address:Anna.Vassall@lshtm.ac.uk.",2014,Vassall,Anna,A,61,1,13-98,1,95,13,98,85.0,USD,,,4,"Avahan HIV prevention programme- peer-led outreach, education and condom distribution, free treatment of sexually transmitted infections (STIs), free commodity supplies (condoms, STI drugs), and facilitation of community mobilization",increase in condom use assumed,1,0,7.0,0
2014-01-02136,2014-01-02136-18,25304420,Cost-effectiveness of HIV prevention for high-risk groups at scale: an economic evaluation of the Avahan programme in south India.,"London School of Hygiene & Tropical Medicine, London, UK. Electronic address:Anna.Vassall@lshtm.ac.uk.",2014,Vassall,Anna,A,33,1,0-68,1,95,0,68,68.0,USD,,,4,"Avahan HIV prevention programme- peer-led outreach, education and condom distribution, free treatment of sexually transmitted infections (STIs), free commodity supplies (condoms, STI drugs), and facilitation of community mobilization",increase in condom use assumed,1,0,7.0,0
2016-01-02271,2016-01-02271-12,26762520,Alternative Strategies to Achieve Cardiovascular Mortality Goals in China and India: A Microsimulation of Target- Versus Risk-Based Blood Pressure Treatment.,"From Department of Medicine, Stanford University, Stanford, CA (S.B.); Center forPrimary Care, Harvard Medical School, Boston, MA (S.B.); Division of Medicine,University College London, London, United Kingdom (J.S.Y.); Division of GeneralMedicine, University of Michigan, Ann Arbor, MI (J.B.S., R.A.H.); Center forClinical Management Research, Veterans Affairs Ann Arbor Healthcare System, AnnArbor, MI (J.B.S., R.A.H.); School of Public Health, Imperial College London.London, United Kingdom (C.M.); and Public Health Foundation of India, New Delhi, India (C.M.). basus@stanford.edu.",2016,Basu,Sanjay,,370,1,359.8 (85.3-637.1),1,95,85.30,637.10,551.8,USD,,,3,Benefit-based tailored treatment and treat-to-target intensive strategy combined to reduce cardiovascular disease,None,1,0,6.0,0
2014-01-02136,2014-01-02136-19,25304420,Cost-effectiveness of HIV prevention for high-risk groups at scale: an economic evaluation of the Avahan programme in south India.,"London School of Hygiene & Tropical Medicine, London, UK. Electronic address:Anna.Vassall@lshtm.ac.uk.",2014,Vassall,Anna,A,19,1,0-38,1,95,0,38,38.0,USD,,,4,"Avahan HIV prevention programme- peer-led outreach, education and condom distribution, free treatment of sexually transmitted infections (STIs), free commodity supplies (condoms, STI drugs), and facilitation of community mobilization",increase in condom use assumed,1,0,7.0,0
2010-01-01519,2010-01-01519-05,20459755,Cost-effectiveness of HIV prevention interventions in Andhra Pradesh state of India.,"Public Health Foundation of India, ISID Campus, 4 Institutional Area, Vasant Kunj, New Delhi 110070, India. lalit.dandona@phfi.org",2010,Dandona,Lalit,L,45,1,963-3310 INR,0,95,963,3310,2347.0,USD,,,3,Women sex worker (SW) programs for HIV prevention,None,1,0,5.0,0
2014-01-02060,2014-01-02060-07,25592792,Cost-effectiveness of treatment and secondary prevention of acute myocardial infarction in India: a modeling study.,"Center for Disease Dynamics, Economics, and Policy, Washington, DC, USA.Electronic address: megiddo@cddep.org.",2014,Megiddo,Itamar,,1900,1,"908 - 4,100",1,95,908,4100,3192.0,USD,,,2,"Polypill (combining aspirin, beta blockers, angiotensin-converting enzyme inhibitors and statins) for prevention of acute myocardial infarction",Standard/Usual Care- Current prescription rate,0,0,6.0,0
2016-01-02271,2016-01-02271-08,26762520,Alternative Strategies to Achieve Cardiovascular Mortality Goals in China and India: A Microsimulation of Target- Versus Risk-Based Blood Pressure Treatment.,"From Department of Medicine, Stanford University, Stanford, CA (S.B.); Center forPrimary Care, Harvard Medical School, Boston, MA (S.B.); Division of Medicine,University College London, London, United Kingdom (J.S.Y.); Division of GeneralMedicine, University of Michigan, Ann Arbor, MI (J.B.S., R.A.H.); Center forClinical Management Research, Veterans Affairs Ann Arbor Healthcare System, AnnArbor, MI (J.B.S., R.A.H.); School of Public Health, Imperial College London.London, United Kingdom (C.M.); and Public Health Foundation of India, New Delhi, India (C.M.). basus@stanford.edu.",2016,Basu,Sanjay,,420,1,404.4 (294.5-514.4),1,95,294.50,514.40,219.9,USD,,,3,Treat-to-target Intensive strategy to reduce cardiovascular disease,None,1,0,6.0,0
2017-01-02961,2017-01-02961-77,28073749,Cost effectiveness of a government supported policy strategy to decrease sodium intake: global analysis across 183 nations.,"Stanford University, Stanford, CA, USA, and Institute for Fiscal Studies, London,UK.",2017,Webb,Michael,,110,1,$79.78 - $166.81,1,95,79.78,166.81,87.03,USD,,,3,Policy intervention to reduce sodium consumption by 10%,None,1,0,5.0,0
2016-01-02271,2016-01-02271-04,26762520,Alternative Strategies to Achieve Cardiovascular Mortality Goals in China and India: A Microsimulation of Target- Versus Risk-Based Blood Pressure Treatment.,"From Department of Medicine, Stanford University, Stanford, CA (S.B.); Center forPrimary Care, Harvard Medical School, Boston, MA (S.B.); Division of Medicine,University College London, London, United Kingdom (J.S.Y.); Division of GeneralMedicine, University of Michigan, Ann Arbor, MI (J.B.S., R.A.H.); Center forClinical Management Research, Veterans Affairs Ann Arbor Healthcare System, AnnArbor, MI (J.B.S., R.A.H.); School of Public Health, Imperial College London.London, United Kingdom (C.M.); and Public Health Foundation of India, New Delhi, India (C.M.). basus@stanford.edu.",2016,Basu,Sanjay,,410,1,$399.2 (95%CI:352.2-445.7),1,95,352.20,445.70,93.5,USD,,,3,Treat-to-target strategy to reduce cardiovascular disease,None,1,0,6.0,0
2016-01-02270,2016-01-02270-02,26765291,Health and economic benefits of public financing of epilepsy treatment in India:  An agent-based simulation model.,,2016,Megiddo,Itamar,,180,1,185-204,1,95,185,204,19.0,USD,,,4,Public financing for first line anti-epileptic drugs,No public financing of first line anti-epileptic drugs,0,0,4.0,0
2010-01-01519,2010-01-01519-13,20459755,Cost-effectiveness of HIV prevention interventions in Andhra Pradesh state of India.,"Public Health Foundation of India, ISID Campus, 4 Institutional Area, Vasant Kunj, New Delhi 110070, India. lalit.dandona@phfi.org",2010,Dandona,Lalit,L,490,1,1998 - infinite INR,0,INR,1998,infinite,,USD,,,3,"State-wide information, education and communication (IEC) programs for the general public for HIV prevention",None,1,0,5.0,0
2015-01-02335,2015-01-02335-06,26555122,Health and Economic Implications of National Treatment Coverage for Cardiovascular Disease in India: Cost-Effectiveness Analysis.,"From the Department of Medicine Prevention Research Center, Center for PrimaryCare and Outcomes Research, (S.B., E.B.), Department of Medicine StanfordInstitute for Economic Policy Research, Prevention Research Center (S.B.), andDivision of General Medical Disciplines (E.B.), Stanford University, Stanford,CA; Department of Economics National Bureau of Economic Research, Center forInternational Development, Stanford Institute for Economic Policy Research,Stanford, CA (S.B.); Department of Public Health and Policy, London School ofHygiene and Tropical Medicine, London, United Kingdom (S.B.); Department ofPharmaceutical Economics and Policy and Schaeffer Center for Health Policy andEconomics, University of Southern California, Los Angeles (N.S.); and NationalBureau of Economic Research, Cambridge, MA (N.S.). basus@stanford.edu.",2015,Basu,Sanjay,,Dominated,1,dominated,0,95,dominated,dominated,,USD,,,4,Program to increase coverage of secondary prevention and tertiary treatment of cardiovascular disease with increased access to secondary prevention and tertiary treatment,National program to increase coverage of primary prevention of cardiovascular disease (CVD). Access to primary treatment increases from 17% to 37%. Primary prevention includes statins and blood pressure treatments.,1,0,6.0,0
2015-01-02335,2015-01-02335-04,26555122,Health and Economic Implications of National Treatment Coverage for Cardiovascular Disease in India: Cost-Effectiveness Analysis.,"From the Department of Medicine Prevention Research Center, Center for PrimaryCare and Outcomes Research, (S.B., E.B.), Department of Medicine StanfordInstitute for Economic Policy Research, Prevention Research Center (S.B.), andDivision of General Medical Disciplines (E.B.), Stanford University, Stanford,CA; Department of Economics National Bureau of Economic Research, Center forInternational Development, Stanford Institute for Economic Policy Research,Stanford, CA (S.B.); Department of Public Health and Policy, London School ofHygiene and Tropical Medicine, London, United Kingdom (S.B.); Department ofPharmaceutical Economics and Policy and Schaeffer Center for Health Policy andEconomics, University of Southern California, Los Angeles (N.S.); and NationalBureau of Economic Research, Cambridge, MA (N.S.). basus@stanford.edu.",2015,Basu,Sanjay,,2500,1,$2431 (95%CI:2425-2440),1,95,2425,2440,15.0,USD,,,4,Program to increase coverage of primary and secondary prevention of cardiovascular disease with increased access to primary and secondary treatment,National program to increase coverage of primary prevention of cardiovascular disease (CVD). Access to primary treatment increases from 17% to 37%. Primary prevention includes statins and blood pressure treatments.,1,0,6.0,0
2016-01-02296,2016-01-02296-02,26688533,Cost-effectiveness of isoniazid preventive therapy for HIV-infected pregnant women in India.,"Johns Hopkins University School of Medicine, Baltimore, Maryland, USA.",2016,Kapoor,S,,210,1,201 (19 to 1 197),1,95,19,197,178.0,USD,,,2,Isoniazid preventive therapy therapy for all HIV+ pregnant women with CD4 count <= 200 cells/ul,Standard/Usual Care,1,0,5.0,0
2014-01-02136,2014-01-02136-10,25304420,Cost-effectiveness of HIV prevention for high-risk groups at scale: an economic evaluation of the Avahan programme in south India.,"London School of Hygiene & Tropical Medicine, London, UK. Electronic address:Anna.Vassall@lshtm.ac.uk.",2014,Vassall,Anna,A,110,1,0-841,1,95,0,841,841.0,USD,,,4,"Avahan HIV prevention programme- peer-led outreach, education and condom distribution, free treatment of sexually transmitted infections (STIs), free commodity supplies (condoms, STI drugs), and facilitation of community mobilization",increase in condom use assumed,1,0,7.0,0
